,company,job,location,count
2376,Winkler Fahrzeugteile GmbH,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Eschlikon TG (TG),"
1 Lehrstelle(n)
"
2377,Taracell AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Künten (AG),"
1 Lehrstelle(n)
"
2378,Werner Fercher AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Lalden (VS),"
1 Lehrstelle(n)
"
2379,FREI'S Schulen AG Luzern,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Luzern (LU),"
1 Lehrstelle(n)
"
2380,Trelco AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Muhen (AG),"
1 Lehrstelle(n)
"
2381,Atlas Automobiles,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Siders (VS),"
1 Lehrstelle(n)
"
2382,Planet GmbH,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Wildegg (AG),"
1 Lehrstelle(n)
"
2383,Märchenhotel AG,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, Basis-Grundbildung",Braunwald (GL),"
1 Lehrstelle(n)
"
2384,Grächen und St. Niklaus Tourismus und Gewerbe,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, Basis-Grundbildung",Grächen (VS),"
1 Lehrstelle(n)
"
2385,Kühne + Nagel AG,"Kaufmann/-frau (Internationale Speditionslogistik) EFZ, Basis-Grundbildung",Möhlin (AG),"
3 Lehrstelle(n)
"
2386,Maillefer Instruments Holding Sàrl,"Kaufmann/-frau (Maschinen-, Elektro- und Metallindustrie MEM) EFZ, Basis-Grundbildung",Ballaigues (VD),"
2 Lehrstelle(n)
"
2387,ARAF - ASSOCIAZIONE RETE,"Kaufmann/-frau (Öffentliche Verwaltung) EFZ, Basis-Grundbildung",Bellenz (TI),"
1 Lehrstelle(n)
"
2388,Schönholzer Transport AG,"Kaufmann/-frau (Transport) EFZ, Basis-Grundbildung",Märstetten (TG),"
1 Lehrstelle(n)
"
2389,Eyer Immobilien GmbH,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, Basis-Grundbildung",Brig (VS),"
1 Lehrstelle(n)
"
2390,METHABAU Plan AG,"Kaufmann/-frau (Bauen und Wohnen) EFZ, Basis-Grundbildung",Amriswil (TG),"
1 Lehrstelle(n)
"
2391,WAS Wirtschaft Arbeit Soziales,"Kaufmann/-frau (Dienstleistung und Administration AHV-Ausgleichskassen) EFZ, Basis-Grundbildung",Luzern 15 (LU),"
3 Lehrstelle(n)
"
2392,Fleischhandel Danko AG Aadorf,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Aadorf (TG),"
1 Lehrstelle(n)
"
2393,Glovital AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Arbon (TG),"
1 Lehrstelle(n)
"
2394,ELYSATOR Engineering AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Bilten (GL),"
1 Lehrstelle(n)
"
2395,ProClick Sàrl,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Echallens (VD),"
1 Lehrstelle(n)
"
2396,Winkler Fahrzeugteile GmbH,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Eschlikon TG (TG),"
1 Lehrstelle(n)
"
2397,Taracell AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Künten (AG),"
1 Lehrstelle(n)
"
2398,Werner Fercher AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Lalden (VS),"
1 Lehrstelle(n)
"
2399,FREI'S Schulen AG Luzern,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Luzern (LU),"
1 Lehrstelle(n)
"
2400,Trelco AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Muhen (AG),"
1 Lehrstelle(n)
"
2401,Atlas Automobiles,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Siders (VS),"
1 Lehrstelle(n)
"
2402,Planet GmbH,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, Basis-Grundbildung",Wildegg (AG),"
1 Lehrstelle(n)
"
2403,Märchenhotel AG,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, Basis-Grundbildung",Braunwald (GL),"
1 Lehrstelle(n)
"
2404,Grächen und St. Niklaus Tourismus und Gewerbe,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, Basis-Grundbildung",Grächen (VS),"
1 Lehrstelle(n)
"
2405,Kühne + Nagel AG,"Kaufmann/-frau (Internationale Speditionslogistik) EFZ, Basis-Grundbildung",Möhlin (AG),"
3 Lehrstelle(n)
"
2406,Maillefer Instruments Holding Sàrl,"Kaufmann/-frau (Maschinen-, Elektro- und Metallindustrie MEM) EFZ, Basis-Grundbildung",Ballaigues (VD),"
2 Lehrstelle(n)
"
2407,ARAF - ASSOCIAZIONE RETE,"Kaufmann/-frau (Öffentliche Verwaltung) EFZ, Basis-Grundbildung",Bellenz (TI),"
1 Lehrstelle(n)
"
2408,Schönholzer Transport AG,"Kaufmann/-frau (Transport) EFZ, Basis-Grundbildung",Märstetten (TG),"
1 Lehrstelle(n)
"
2409,Eyer Immobilien GmbH,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, Basis-Grundbildung",Brig (VS),"
1 Lehrstelle(n)
"
2410,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Aarau (AG),"
3 Lehrstelle(n)
"
2411,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Altdorf UR (UR),"
1 Lehrstelle(n)
"
2412,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Baden (AG),"
3 Lehrstelle(n)
"
2413,Banque Cler SA,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Lausanne (VD),"
1 Lehrstelle(n)
"
2414,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Luzern (LU),"
4 Lehrstelle(n)
"
2415,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Stans (NW),"
1 Lehrstelle(n)
"
2416,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Zug (ZG),"
4 Lehrstelle(n)
"
2417,Glovital AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Arbon (TG),"
1 Lehrstelle(n)
"
2418,ARAF - ASSOCIAZIONE RETE,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Bellenz (TI),"
2 Lehrstelle(n)
"
2419,ELYSATOR Engineering AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Bilten (GL),"
1 Lehrstelle(n)
"
2420,Gruyère Energie SA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Bulle (FR),"
1 Lehrstelle(n)
"
2421,ProClick Sàrl,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Echallens (VD),"
1 Lehrstelle(n)
"
2422,Bresga Fenster AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Egnach (TG),"
1 Lehrstelle(n)
"
2423,Glatz AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Frauenfeld (TG),"
1 Lehrstelle(n)
"
2424,Ref-Flex,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Freiburg 1 (FR),"
2 Lehrstelle(n)
"
2425,Bautech AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Küssnacht am Rigi (SZ),"
1 Lehrstelle(n)
"
2426,Octapharma AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Lachen SZ (SZ),"
1 Lehrstelle(n)
"
2427,green.ch AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Lupfig (AG),"
2 Lehrstelle(n)
"
2428,FREI'S Schulen AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Luzern (LU),"
15 Lehrstelle(n)
"
2429,FREI'S Schulen AG Luzern,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Luzern (LU),"
1 Lehrstelle(n)
"
2430,Minirex AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Luzern (LU),"
1 Lehrstelle(n)
"
2431,Etude de Me Pierre-Antoine Buchard,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Martigny (VS),"
1 Lehrstelle(n)
"
2432,TEKNOIMPIANTI SA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Morbio Inferiore (TI),"
1 Lehrstelle(n)
"
2433,Ruetschi Technology AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Muntelier (FR),"
1 Lehrstelle(n)
"
2434,Fiege Logistik (Schweiz) AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Oftringen (AG),"
1 Lehrstelle(n)
"
2435,"FEDELE BIKES, TITOLARE FEDELE ELIGIO","Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Pregassona (TI),"
1 Lehrstelle(n)
"
2436,Polygon Fitness AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Reichenburg (SZ),"
1 Lehrstelle(n)
"
2437,ASANTE SANA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Rennaz (VD),"
1 Lehrstelle(n)
"
2438,ARC ALLROUND CLEANING,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Rheinfelden (AG),"
1 Lehrstelle(n)
"
2439,Voigt AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Romanshorn (TG),"
2 Lehrstelle(n)
"
2440,Emilio Stecher AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Root (LU),"
1 Lehrstelle(n)
"
2441,Residenz Am Schärme,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Sarnen (OW),"
1 Lehrstelle(n)
"
2442,Schuler & Cie. AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Seewen SZ (SZ),"
1 Lehrstelle(n)
"
2443,TI-GEL SAGL,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Stabio (TI),"
1 Lehrstelle(n)
"
2444,MONTANA SPORT INTERNATIONAL AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Stans (NW),"
1 Lehrstelle(n)
"
2445,Reuge SA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Ste-Croix (VD),"
2 Lehrstelle(n)
"
2446,Stöckli Medical AG,"Kaufmann/-frau (Handel) EFZ, erw. Grundbildung",Oberkirch LU (LU),"
1 Lehrstelle(n)
"
2447,Debrunner Acifer AG Wallis,"Kaufmann/-frau (Handel) EFZ, erw. Grundbildung",Visp (VS),"
1 Lehrstelle(n)
"
2448,Märchenhotel AG,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, erw. Grundbildung",Braunwald (GL),"
1 Lehrstelle(n)
"
2449,Grächen und St. Niklaus Tourismus und Gewerbe,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, erw. Grundbildung",Grächen (VS),"
1 Lehrstelle(n)
"
2450,Swiss-Chalet Merlischachen AG,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, erw. Grundbildung",Merlischachen (SZ),"
1 Lehrstelle(n)
"
2451,Kühne + Nagel AG,"Kaufmann/-frau (Internationale Speditionslogistik) EFZ, erw. Grundbildung",Möhlin (AG),"
3 Lehrstelle(n)
"
2452,Streck Transport AG,"Kaufmann/-frau (Internationale Speditionslogistik) EFZ, erw. Grundbildung",Möhlin (AG),"
1 Lehrstelle(n)
"
2453,Forster Profilsysteme AG,"Kaufmann/-frau (Maschinen-, Elektro- und Metallindustrie MEM) EFZ, erw. Grundbildung",Arbon (TG),"
1 Lehrstelle(n)
"
2454,Rapid Technic AG,"Kaufmann/-frau (Maschinen-, Elektro- und Metallindustrie MEM) EFZ, erw. Grundbildung",Killwangen (AG),"
1 Lehrstelle(n)
"
2455,ARAF - ASSOCIAZIONE RETE,"Kaufmann/-frau (Öffentliche Verwaltung) EFZ, erw. Grundbildung",Bellenz (TI),"
2 Lehrstelle(n)
"
2456,CSS Assurance,"Kaufmann/-frau (santésuisse Schweiz. Krankenversicherer) EFZ, erw. Grundbildung",Monthey (VS),"
1 Lehrstelle(n)
"
2457,Asana Spital Menziken AG,"Kaufmann/-frau (Spitäler, Kliniken, Heime) EFZ, erw. Grundbildung",Menziken (AG),"
2 Lehrstelle(n)
"
2458,Häfeli-Brügger AG,"Kaufmann/-frau (Transport) EFZ, erw. Grundbildung",Klingnau (AG),"
1 Lehrstelle(n)
"
2459,Cotra Autotransport AG,"Kaufmann/-frau (Transport) EFZ, erw. Grundbildung",Lupfig (AG),"
1 Lehrstelle(n)
"
2460,Schönholzer Transport AG,"Kaufmann/-frau (Transport) EFZ, erw. Grundbildung",Märstetten (TG),"
1 Lehrstelle(n)
"
2461,promega treuhand + immobilien ag,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Amriswil (TG),"
1 Lehrstelle(n)
"
2462,Eyer Immobilien GmbH,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Brig (VS),"
1 Lehrstelle(n)
"
2463,JAVE Treuhand AG,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Buchs AG (AG),"
1 Lehrstelle(n)
"
2464,C & S Comptabilité & Services Sàrl,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Coppet (VD),"
1 Lehrstelle(n)
"
2465,Treuhand Marugg + Imsand AG,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Glis (VS),"
1 Lehrstelle(n)
"
2466,AGEMAR SA,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Lugano (TI),"
1 Lehrstelle(n)
"
2467,Fiduciaire Swiss Riviera Sàrl,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Montreux (VD),"
1 Lehrstelle(n)
"
2468,Planet GmbH,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Wildegg (AG),"
1 Lehrstelle(n)
"
2469,Alpine Group,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Zermatt (VS),"
1 Lehrstelle(n)
"
2470,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Aarau (AG),"
3 Lehrstelle(n)
"
2471,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Altdorf UR (UR),"
1 Lehrstelle(n)
"
2472,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Baden (AG),"
3 Lehrstelle(n)
"
2473,Banque Cler SA,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Lausanne (VD),"
1 Lehrstelle(n)
"
2474,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Luzern (LU),"
4 Lehrstelle(n)
"
2475,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Stans (NW),"
1 Lehrstelle(n)
"
2476,UBS AG,"Kaufmann/-frau (Bank) EFZ, erw. Grundbildung",Zug (ZG),"
4 Lehrstelle(n)
"
2477,Glovital AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Arbon (TG),"
1 Lehrstelle(n)
"
2478,ARAF - ASSOCIAZIONE RETE,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Bellenz (TI),"
2 Lehrstelle(n)
"
2479,ELYSATOR Engineering AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Bilten (GL),"
1 Lehrstelle(n)
"
2480,Gruyère Energie SA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Bulle (FR),"
1 Lehrstelle(n)
"
2481,ProClick Sàrl,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Echallens (VD),"
1 Lehrstelle(n)
"
2482,Bresga Fenster AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Egnach (TG),"
1 Lehrstelle(n)
"
2483,Glatz AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Frauenfeld (TG),"
1 Lehrstelle(n)
"
2484,Ref-Flex,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Freiburg 1 (FR),"
2 Lehrstelle(n)
"
2485,Bautech AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Küssnacht am Rigi (SZ),"
1 Lehrstelle(n)
"
2486,Octapharma AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Lachen SZ (SZ),"
1 Lehrstelle(n)
"
2487,green.ch AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Lupfig (AG),"
2 Lehrstelle(n)
"
2488,FREI'S Schulen AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Luzern (LU),"
15 Lehrstelle(n)
"
2489,FREI'S Schulen AG Luzern,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Luzern (LU),"
1 Lehrstelle(n)
"
2490,Minirex AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Luzern (LU),"
1 Lehrstelle(n)
"
2491,Etude de Me Pierre-Antoine Buchard,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Martigny (VS),"
1 Lehrstelle(n)
"
2492,TEKNOIMPIANTI SA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Morbio Inferiore (TI),"
1 Lehrstelle(n)
"
2493,Ruetschi Technology AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Muntelier (FR),"
1 Lehrstelle(n)
"
2494,Fiege Logistik (Schweiz) AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Oftringen (AG),"
1 Lehrstelle(n)
"
2495,"FEDELE BIKES, TITOLARE FEDELE ELIGIO","Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Pregassona (TI),"
1 Lehrstelle(n)
"
2496,Polygon Fitness AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Reichenburg (SZ),"
1 Lehrstelle(n)
"
2497,ASANTE SANA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Rennaz (VD),"
1 Lehrstelle(n)
"
2498,ARC ALLROUND CLEANING,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Rheinfelden (AG),"
1 Lehrstelle(n)
"
2499,Voigt AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Romanshorn (TG),"
2 Lehrstelle(n)
"
2500,Emilio Stecher AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Root (LU),"
1 Lehrstelle(n)
"
2501,Residenz Am Schärme,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Sarnen (OW),"
1 Lehrstelle(n)
"
2502,Schuler & Cie. AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Seewen SZ (SZ),"
1 Lehrstelle(n)
"
2503,TI-GEL SAGL,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Stabio (TI),"
1 Lehrstelle(n)
"
2504,MONTANA SPORT INTERNATIONAL AG,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Stans (NW),"
1 Lehrstelle(n)
"
2505,Reuge SA,"Kaufmann/-frau (Dienstleistung und Administration) EFZ, erw. Grundbildung",Ste-Croix (VD),"
2 Lehrstelle(n)
"
2506,Stöckli Medical AG,"Kaufmann/-frau (Handel) EFZ, erw. Grundbildung",Oberkirch LU (LU),"
1 Lehrstelle(n)
"
2507,Debrunner Acifer AG Wallis,"Kaufmann/-frau (Handel) EFZ, erw. Grundbildung",Visp (VS),"
1 Lehrstelle(n)
"
2508,Märchenhotel AG,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, erw. Grundbildung",Braunwald (GL),"
1 Lehrstelle(n)
"
2509,Grächen und St. Niklaus Tourismus und Gewerbe,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, erw. Grundbildung",Grächen (VS),"
1 Lehrstelle(n)
"
2510,Swiss-Chalet Merlischachen AG,"Kaufmann/-frau (Hotel-Gastro-Tourismus HGT) EFZ, erw. Grundbildung",Merlischachen (SZ),"
1 Lehrstelle(n)
"
2511,Kühne + Nagel AG,"Kaufmann/-frau (Internationale Speditionslogistik) EFZ, erw. Grundbildung",Möhlin (AG),"
3 Lehrstelle(n)
"
2512,Streck Transport AG,"Kaufmann/-frau (Internationale Speditionslogistik) EFZ, erw. Grundbildung",Möhlin (AG),"
1 Lehrstelle(n)
"
2513,Forster Profilsysteme AG,"Kaufmann/-frau (Maschinen-, Elektro- und Metallindustrie MEM) EFZ, erw. Grundbildung",Arbon (TG),"
1 Lehrstelle(n)
"
2514,Rapid Technic AG,"Kaufmann/-frau (Maschinen-, Elektro- und Metallindustrie MEM) EFZ, erw. Grundbildung",Killwangen (AG),"
1 Lehrstelle(n)
"
2515,ARAF - ASSOCIAZIONE RETE,"Kaufmann/-frau (Öffentliche Verwaltung) EFZ, erw. Grundbildung",Bellenz (TI),"
2 Lehrstelle(n)
"
2516,CSS Assurance,"Kaufmann/-frau (santésuisse Schweiz. Krankenversicherer) EFZ, erw. Grundbildung",Monthey (VS),"
1 Lehrstelle(n)
"
2517,Asana Spital Menziken AG,"Kaufmann/-frau (Spitäler, Kliniken, Heime) EFZ, erw. Grundbildung",Menziken (AG),"
2 Lehrstelle(n)
"
2518,Häfeli-Brügger AG,"Kaufmann/-frau (Transport) EFZ, erw. Grundbildung",Klingnau (AG),"
1 Lehrstelle(n)
"
2519,Cotra Autotransport AG,"Kaufmann/-frau (Transport) EFZ, erw. Grundbildung",Lupfig (AG),"
1 Lehrstelle(n)
"
2520,Schönholzer Transport AG,"Kaufmann/-frau (Transport) EFZ, erw. Grundbildung",Märstetten (TG),"
1 Lehrstelle(n)
"
2521,promega treuhand + immobilien ag,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Amriswil (TG),"
1 Lehrstelle(n)
"
2522,Eyer Immobilien GmbH,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Brig (VS),"
1 Lehrstelle(n)
"
2523,JAVE Treuhand AG,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Buchs AG (AG),"
1 Lehrstelle(n)
"
2524,C & S Comptabilité & Services Sàrl,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Coppet (VD),"
1 Lehrstelle(n)
"
2525,Treuhand Marugg + Imsand AG,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Glis (VS),"
1 Lehrstelle(n)
"
2526,AGEMAR SA,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Lugano (TI),"
1 Lehrstelle(n)
"
2527,Fiduciaire Swiss Riviera Sàrl,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Montreux (VD),"
1 Lehrstelle(n)
"
2528,Planet GmbH,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Wildegg (AG),"
1 Lehrstelle(n)
"
2529,Alpine Group,"Kaufmann/-frau (Treuhand/Immobilien) EFZ, erw. Grundbildung",Zermatt (VS),"
1 Lehrstelle(n)
"
2530,"Velos, Motos Wicki GmbH",Kleinmotorrad- und Fahrradmechaniker/in EFZ,Neuenkirch (LU),"
1 Lehrstelle(n)
"
2531,Restaurant Johannisburg GmbH,Koch/Köchin EFZ,Altendorf (SZ),"
1 Lehrstelle(n)
"
2532,The Chedi Andermatt,Koch/Köchin EFZ,Andermatt (UR),"
1 Lehrstelle(n)
"
2533,Alterswohnheim Hungacher,Koch/Köchin EFZ,Beckenried (NW),"
1 Lehrstelle(n)
"
2534,Hotel Seerausch,Koch/Köchin EFZ,Beckenried (NW),"
1 Lehrstelle(n)
"
2535,Lussi Tavola AG,Koch/Köchin EFZ,Beckenried (NW),"
1 Lehrstelle(n)
"
2536,Nidwaldnerhof Betriebs GmbH,Koch/Köchin EFZ,Beckenried (NW),"
1 Lehrstelle(n)
"
2537,ALBERGO UNIONE,Koch/Köchin EFZ,Bellenz (TI),"
1 Lehrstelle(n)
"
2538,Hotel Ofenhorn Binn GmbH,Koch/Köchin EFZ,Binn (VS),"
1 Lehrstelle(n)
"
2539,Gasthof und Metzgerei zum Ochsen,Koch/Köchin EFZ,Birr-Lupfig (AG),"
1 Lehrstelle(n)
"
2540,Märchenhotel AG,Koch/Köchin EFZ,Braunwald (GL),"
1 Lehrstelle(n)
"
2541,Kdo GS 74,Koch/Köchin EFZ,Bremgarten AG (AG),"
1 Lehrstelle(n)
"
2542,Hôtel du Cheval Blanc,Koch/Köchin EFZ,Bulle (FR),"
1 Lehrstelle(n)
"
2543,EHLP SA Hôtel Restaurant Ramada Encore,Koch/Köchin EFZ,Carouge GE (GE),"
1 Lehrstelle(n)
"
2544,Le Flacon SA,Koch/Köchin EFZ,Carouge GE (GE),"
1 Lehrstelle(n)
"
2545,Société d'exploitation du Relais de Chambésy Sàrl,Koch/Köchin EFZ,Chambésy (GE),"
1 Lehrstelle(n)
"
2546,Etoile de Charmey SA,Koch/Köchin EFZ,Charmey (Gruyère) (FR),"
1 Lehrstelle(n)
"
2547,Hôtel Cailler SA,Koch/Köchin EFZ,Charmey (Gruyère) (FR),"
1 Lehrstelle(n)
"
2548,Café-Restaurant Le Central,Koch/Köchin EFZ,Collombey (VS),"
1 Lehrstelle(n)
"
2549,Restaurant La Détente,Koch/Köchin EFZ,Corminboeuf (FR),"
1 Lehrstelle(n)
"
2550,Hôtel Etrier,Koch/Köchin EFZ,Crans-Montana (VS),"
1 Lehrstelle(n)
"
2551,Luzerner Höhenklinik,Koch/Köchin EFZ,Crans-Montana (VS),"
1 Lehrstelle(n)
"
2552,GBRC Sàrl - Au boeuf Rouge,Koch/Köchin EFZ,Crassier (VD),"
1 Lehrstelle(n)
"
2553,Rehaklinik Dussnang AG,Koch/Köchin EFZ,Dussnang (TG),"
1 Lehrstelle(n)
"
2554,Eienwäldli AG,Koch/Köchin EFZ,Engelberg (OW),"
1 Lehrstelle(n)
"
2555,H+ Hotel & SPA Engelberg,Koch/Köchin EFZ,Engelberg (OW),"
1 Lehrstelle(n)
"
2556,Hotel Bellevue Terminus AG,Koch/Köchin EFZ,Engelberg (OW),"
1 Lehrstelle(n)
"
